Study_ID,title,year,journal,authors,Bird,Fish,Marine_Mammals,Other,Reason_for_Exclusion,Filename_article,Filename_suppl_files,Filename_suppl_files_2,Extracted_N_Partially_Fully,Assigned_to,Assigned_to_2,,Date_data_extraction,Extraction_time_in_min,Extraction_comments,Checked_name,Date_data_checked,Checking_comments
P_XXXX,Text,Year,Text,Names,NA / Bird,NA / Fish,NA / Marine Mammals,NA / Other,Text / NA (if included),Text,Text / NA (if suppl not present),Text / NA (if suppl not present),N (not extracted yet) / in Progress / Partially / Fully,Name,,,Date,Time in min,Text,Losia / Cat,Date,Text
P_0035,High Concentrations of Unidentified Extractable Organofluorine Observed in Blubber from a Greenland Killer Whale (Orcinus orca),2020,Environmental Science and Technology Letters,"Schultes, L. and Van Noordenburg, C. and Spaan, K.M. and Plassmann, M.M. and Simon, M. and Roos, A. and Benskin, J.P.",NA,NA,Marine Mammals,NA,,P_0035_Schultes_2020,P_0035_Schultes_2020_Suppl,,Fully,Radiah,,,2/02/2022,6,,Cat,3/02/2022,
P_0288,"Contaminants in Atlantic walruses in Svalbard part 1: Relationships between exposure, diet and pathogen prevalence",2019,Environmental Pollution,"Scotter, S.E. and Tryland, M. and Nymo, I.H. and Hanssen, L. and Harju, M. and Lydersen, C. and Kovacs, K.M. and Klein, J. and Fisk, A.T. and Routti, H.",NA,NA,Marine Mammals,NA,,P_0288_Scotter_2019,P_0288_Scotter_2019_Suppl,Excel spreadsheet available upon request,Fully,Radiah,,,2/02/2022,5,,Cat,3/02/2022,
P_0291,Specific accumulation of perfluorochemicals in harbor seals (Phoca vitulina concolor) from the northwest Atlantic,2009,Chemosphere,"Shaw, S. and Berger, M.L. and Brenner, D. and Tao, L. and Wu, Q. and Kannan, K.",NA,NA,Marine Mammals,NA,,P_0291_Shaw_2009,P_0291_Shaw_2009_Suppl,,Fully,Radiah,,,2/02/2022,7,,Cat,3/02/2022,
P_0299,Temporal monitoring of liver and kidney lesions in contaminated East Greenland polar bears (Ursus maritimus) during 1999-2010,2012,Environment International,"Sonne, C. and Letcher, R.J. and Leifsson, P.S. and Rigét, F.F. and Bechshøft, T.O. and Bossi, R. and Asmund, G. and Dietz, R.",NA,NA,Marine Mammals,NA,,P_0299_Sonne_2012,,,Fully,Radiah,,,2/02/2022,5,,Cat,3/02/2022,
P_0300,Fluorine Mass Balance and Suspect Screening in Marine Mammals from the Northern Hemisphere,2020,Environmental Science and Technology,"Spaan, K.M. and Van Noordenburg, C. and Plassmann, M.M. and Schultes, L. and Shaw, S. and Berger, M. and Heide-Jørgensen, M.P. and Rosing-Asvid, A. and Granquist, S.M. and Dietz, R. and Sonne, C. and Rigét, F. and Roos, A. and Benskin, J.P.",NA,NA,Marine Mammals,NA,,P_0300_Spaan_2020,P_0300_Spaan_2020_Suppl,,Fully,Radiah,,,2/02/2022,11,,Cat,3/02/2022,
P_0306,Choose Your Poison - Space-Use Strategy Influences Pollutant Exposure in Barents Sea Polar Bears,2018,Environmental Science and Technology,"Tartu, S. and Aars, J. and Andersen, M. and Polder, A. and Bourgeon, S. and Merkel, B. and Lowther, A.D. and Bytingsvik, J. and Welker, J.M. and Derocher, A.E. and Jenssen, B.M. and Routti, H.",NA,NA,Marine Mammals,NA,,P_0306_Tartu_2018,P_0306_Tartu_2018_Suppl,,Fully,Radiah,,,2/02/2022,7,,Cat,3/02/2022,
P_0015,Diet and metabolic state are the main factors determining concentrations of perfluoroalkyl substances in female polar bears from Svalbard,2017,Environmental Pollution,"Tartu, S. and Bourgeon, S. and Aars, J. and Andersen, M. and Lone, K. and Jenssen, B.M. and Polder, A. and Thiemann, G.W. and Torget, V. and Welker, J.M. and Routti, H.",NA,NA,Marine Mammals,NA,,P_0015_Tartu_2017,P_0015_Tartu_2017_Suppl,,Fully,Radiah,,,2/02/2022,5,,Cat,3/02/2022,
P_0311,Utility of fur as a biomarker for persistent organic pollutants in Australian fur seals (Arctocephalus pusillus doriferus),2018,Science of the Total Environment,"Taylor, S. and Lynch, M. and Terkildsen, M. and Stevenson, G. and Yates, A. and Piro, N. and de Araujo, J. and Gray, R.",NA,NA,Marine Mammals,NA,,P_0311_Taylor_2018,,,Fully,Radiah,,,2/02/2022,6,,Cat,3/02/2022,
P_0317,Perfluorinated Chemicals Infiltrate Ocean Waters: Link between Exposure Levels and Stable Isotope Ratios in Marine Mammals,2003,Environmental Science and Technology,"Van De Vijver, K.I. and Hoff, P.T. and Das, K. and Van Dongen, W. and Esmans, E.L. and Jauniaux, T. and Bouquegneau, J.-M. and Blust, R. and De Coen, W.",NA,NA,Marine Mammals,NA,,P_0317_VanDeVijver_2003,,,Fully,Radiah,,,2/02/2022,7,,Cat,3/02/2022,
P_0319,Occurrence of perfluorooctane sulfonate and other perfluorinated alkylated substances in harbor porpoises from the Black Sea,2007,Environmental Science and Technology,"Van De Vijver, K.I. and Holsbeek, L. and Das, K. and Blust, R. and Joiris, C. and De Coen, W.",NA,NA,Marine Mammals,NA,,P_0319_VanDe_Vijver_2006,P_0319_VanDeVijver_2007_Suppl,,Fully,Radiah,,,2/02/2022,6,,Cat,3/02/2022,
P_0028,Perfluoroalkyl substances (PFASs) in white whales (Delphinapterus leucas) from Svalbard – A comparison of concentrations in plasma sampled 15 years apart,2020,Environmental Pollution,"Villanger, G.D. and Kovacs, K.M. and Lydersen, C. and Haug, L.S. and Sabaredzovic, A. and Jenssen, B.M. and Routti, H.",NA,NA,Marine Mammals,NA,,P_0028_Villanger_2020,P_0028_Villanger_2020_Suppl,,Fully,Radiah,,,2/02/2022,3,,Cat,3/02/2022,
P_0033,"Target, Nontarget, and Suspect Screening and Temporal Trends of Per- And Polyfluoroalkyl Substances in Marine Mammals from the South China Sea",2021,Environmental Science and Technology,"Wang, Q. and Ruan, Y. and Jin, L. and Zhang, X. and Li, J. and He, Y. and Wei, S. and Lam, J.C.W. and Lam, P.K.S.",NA,NA,Marine Mammals,NA,,P_0033_Wang_2021,P_0033_Wang_2021_Suppl,,Fully,Radiah,,,2/02/2022,7,,Cat,3/02/2022,
P_0339,Biotransformation of 8:2 polyfluoroalkyl phosphate diester in gilthead bream (Sparus aurata),2017,Science of the Total Environment,"Zabaleta, I. and Bizkarguenaga, E. and Izagirre, U. and Negreira, N. and Covaci, A. and Benskin, J.P. and Prieto, A. and Zuloaga, O.",NA,NA,Marine Mammals,NA,Sample spiked --> Exclude,,,,N,Radiah,,,,,,,,
P_0034,Legacy and Emerging Poly- And Perfluoroalkyl Substances in Finless Porpoises from East China Sea: Temporal Trends and Tissue-Specific Accumulation,2021,Environmental Science and Technology,"Zhang, B. and He, Y. and Yang, G. and Chen, B. and Yao, Y. and Sun, H. and Kannan, K. and Zhang, T.",NA,NA,Marine Mammals,NA,,P_0034_Zhang_2021,P_0034_Zhang_2021_Suppl,,Fully,Radiah,,,15/02/2022,9,,Cat,17/02/2022,
P_0052,Distribution and Exposure Risk Assessment of Perfluorinated Alkyl Substances in Aquatic Products along the Coastal Region of the South China Sea,2021,EXPOSURE AND HEALTH,"Wang, XF and Mo, MS and Chen, HG and Wang, Q and Yang, JL and Zhao, DH and Wang, Xu-Feng and Mo, Meng-Song and Chen, Hai-Gang and Wang, Qiang and Yang, Jin-Lan and Zhao, Dong-Hao",NA,NA,NA,Other,"Seafood, species not determined --> Exclude",P_0052_Wang_2021,P_0052_Wang_2021_Suppl,P_0052_Wang_2018_Suppl2,Fully,Radiah,,,16/02/2022,16,,Cat,17/02/2022,
P_0205,The use of monitoring data in EU chemicals management-experiences and considerations from the German environmental specimen bank,2015,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Koschorreck, Jan and Heiss, Christiane and Wellmitz, Joerg and Fliedner, Annette and Ruedel, Heinz",NA,NA,NA,NA,Review --> Exclude,,,,N,,,,,,,,,
P_0256,Long chain perfluorinated alkyl acids derivatisation and identification in biota and abiota matrices using gas chromatography,2009,Bulletin of Environmental Contamination and Toxicology,"Orata, F. and Quinete, N. and Wilken, R.-D.",NA,NA,NA,NA,Spiked samples --> Exclude,,,,N,,,,,,,,,
P_0316,Tissue distribution of perfluorinated chemicals in harbor seals (Phoca vitulina) from the Dutch wadden sea,2005,Environmental Science and Technology,"Van De Vijver, K.I. and Hoff, P. and Das, K. and Brasseur, S. and Van Dongen, W. and Esmans, E. and Reijnders, P. and Blust, R. and De Coen, W.",NA,NA,NA,NA,,P_0316_VanDeVijver_2005,,,Fully,Radiah,,,16/02/2022,8,,Cat,17/02/2022,
P_0061,Effect of body condition on tissue distribution of perfluoroalkyl substances (PFASs) in Arctic fox (Vulpes lagopus),2014,Environmental Science and Technology,"Aas, C.B. and Fuglei, E. and Herzke, D. and Yoccoz, N.G. and Routti, H.",NA,NA,NA,Other,,P_0061_Aas_2014,P_0061_Aas_2014_Suppl,,Fully,Radiah,,,16/02/2022,12,,Cat,17/02/2022,
P_0070,Perfluorinated alkyl acids in plasma of American alligators (Alligator mississippiensis) from Florida and South Carolina,2017,Environmental Toxicology and Chemistry,"Bangma, J.T. and Bowden, J.A. and Brunell, A.M. and Christie, I. and Finnell, B. and Guillette, M.P. and Jones, M. and Lowers, R.H. and Rainwater, T.R. and Reiner, J.L. and Wilkinson, P.M. and Guillette, L.J., Jr.",NA,NA,NA,Other,,P_0070_Bangma_2017,P_0070_Bangma_2017_Suppl,,Fully,Radiah,,,16/02/2022,6,,Cat,17/02/2022,
P_0071,Perfluoroalkyl substances in diamondback terrapins (Malaclemys terrapin) in coastal South Carolina,2019,Chemosphere,"Bangma, J.T. and Ragland, J.M. and Rainwater, T.R. and Bowden, J.A. and Gibbons, J.W. and Reiner, J.L.",NA,NA,NA,Other,,P_0071_Bangma_2019,P_0071_Bangma_2019_Suppl,,Fully,Radiah,,,16/02/2022,6,,Cat,17/02/2022,
P_0001,Variation in perfluoroalkyl acids in the American alligator (Alligator mississippiensis) at Merritt Island National Wildlife Refuge,2017,Chemosphere,"Bangma, J.T. and Reiner, J.L. and Jones, M. and Lowers, R.H. and Nilsen, F. and Rainwater, T.R. and Somerville, S. and Guillette, L.J. and Bowden, J.A.",NA,NA,NA,Other,,P_0001_Bangma_2017,P_0001_Bangma_2017_Suppl,,Fully,Radiah,,,16/02/2022,5,,Cat,17/02/2022,
P_0077,Bioaccumulation of perfluoroalkyl compounds in midge (Chironomus riparius) larvae exposed to sediment,2014,Environmental Pollution,"Bertin, D. and Ferrari, B.J.D. and Labadie, P. and Sapin, A. and Garric, J. and Budzinski, H. and Houde, M. and Babut, M.",NA,NA,NA,Other,Sample exposed to sediment deliberately --> Exclude,P_0077_Bertin_2014,P_0077_Bertin_2014_Suppl,,N,Radiah,,,Sample exposed to sediment deliberately,,,,,
P_0087,"Chlorinated, brominated, and fluorinated organic pollutants in Nile crocodile eggs from the Kruger National Park, South Africa",2014,Ecotoxicology and Environmental Safety,"Bouwman, H. and Booyens, P. and Govender, D. and Pienaar, D. and Polder, A.",NA,NA,NA,Other,,P_0087_Bouwman_2014,,,Fully,Radiah,,,16/02/2022,6,,Cat,17/02/2022,
P_0104,Origin and organ-specific bioaccumulation pattern of perfluorinated alkyl substances in crabs,2020,ENVIRONMENTAL POLLUTION,"Choi, S and Kim, JJ and Kim, MH and Joo, YS and Chung, MS and Kho, Y and Lee, KW and Choi, Seogyeong and Kim, Jeong-Jae and Kim, Min-Hyuk and Joo, Yong-Sung and Chung, Myung-Sub and Kho, Younglim and Lee, Kwang-Won",NA,NA,NA,Other,"samples from fish market (countries specified), species not specified, just crab --> Excluded",P_0104_Choi_2020,P_0104_Choi_2020_Suppl,,Fully,Radiah,,,16/02/2022,7,,Cat,17/02/2022,
P_0105,Perfluorinated alkyl acids in the plasma of South African crocodiles (Crocodylus niloticus),2016,Chemosphere,"Christie, I. and Reiner, J.L. and Bowden, J.A. and Botha, H. and Cantu, T.M. and Govender, D. and Guillette, M.P. and Lowers, R.H. and Luus-Powell, W.J. and Pienaar, D. and Smit, W.J. and Guillette, L.J.",NA,NA,NA,Other,,P_0105_Christie_2016,P_0105_Christie_2016_Suppl,,Fully,Radiah,,,16/02/2022,5,,Cat,17/02/2022,
P_0109,Emerging and Historical Contaminants Detected in Desert Rodents Collected Near a Low-Level Radioactive Waste Site,2021,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Cleary, RS and Karnjanapiboonwong, A and Thompson, WA and Lasee, SJ and Subbiah, S and Kauble, RK and Andraski, BJ and Anderson, TA and Cleary, Ryan S. and Karnjanapiboonwong, Adcharee and Thompson, William A. and Lasee, Steven J. and Subbiah, Seenivasan and Kauble, Ronald K. and Andraski, Brian J. and Anderson, Todd A.",NA,NA,NA,Other,,P_0109_Cleary_2021,P_0109_Cleary_2021_Suppl,,Fully,Radiah,,,16/02/2022,10,,Cat,17/02/2022,
P_0121,"Occurrence of contaminants of emerging concern in mussels (Mytilus spp.) along the California coast and the influence of land use, storm water discharge, and treated wastewater effluent",2014,Marine Pollution Bulletin,"Dodder, N.G. and Maruya, K.A. and Lee Ferguson, P. and Grace, R. and Klosterhaus, S. and La Guardia, M.J. and Lauenstein, G.G. and Ramirez, J.",NA,NA,NA,Other,,P_0121_Dodder_2014,P_0121_Dodder_2014_Suppl1,"P_0121_Dodder_Suppl2, P_0121_Dodder_Suppl3",Fully,Radiah,,,16/02/2022,5,,Cat,17/02/2022,
P_0047,Perfluorinated carboxylic acids in edible clams: A possible exposure source of perfluorooctanoic acid for Japanese population,2020,ENVIRONMENTAL POLLUTION,"Fujii, Y and Harada, KH and Nakamura, T and Kato, Y and Ohta, C and Koga, N and Kimura, O and Endo, T and Koizumi, A and Haraguchi, K and Fujii, Yukiko and Harada, Kouji H. and Nakamura, Tsubasa and Kato, Yoshihisa and Ohta, Chiho and Koga, Nobuyuki and Kimura, Osamu and Endo, Tetsuya and Koizumi, Akio and Haraguchi, Koichi",NA,NA,NA,Other,,P_0047_Fujii_2020,P_0047_Fujii_2020_Suppl,,Fully,Radiah,,,16/02/2022,6,,Cat,17/02/2022,
P_0025,Alteration of neuro-dopamine and steroid hormone homeostasis in wild Bank voles in relation to tissue concentrations of PFAS at a Nordic skiing area,2021,Science of the Total Environment,"Grønnestad, R. and Schlenk, D. and Krøkje, Å. and Jaspers, V.L.B. and Jenssen, B.M. and Coffin, S. and Bertotto, L.B. and Giroux, M. and Lyche, J.L. and Arukwe, A.",NA,NA,NA,Other,,P_0025_Gronnestad_2021,P_0025_Gronnestad_2021_Suppl,,Fully,Radiah,,,16/02/2022,7,,Cat,17/02/2022,
P_0160,Perfluorinated compounds in blood of Caretta caretta from the Mediterranean Sea,2013,Marine Pollution Bulletin,"Guerranti, C. and Ancora, S. and Bianchi, N. and Perra, G. and Fanello, E.L. and Corsolini, S. and Fossi, M.C. and Focardi, S.E.",NA,NA,NA,Other,,P_0160_Guerranti_2013,,,Fully,Radiah,,,16/02/2022,3,,Cat,17/02/2022,
P_0185,"Occurrence of polybrominated diphenyl ethers, perfluorinated compounds, and nonsteroidal anti-inflammatory drugs in freshwater mussels from Latvia",2018,Chemosphere,"Ikkere, L.E. and Perkons, I. and Sire, J. and Pugajeva, I. and Bartkevics, V.",NA,NA,NA,Other,,P_0185_Ikkere_2018,P_0185_Ikkere_2018_Suppl,,Fully,Radiah,,,16/02/2022,5,,Cat,17/02/2022,
P_0191,Perfluorooctanesulfonate and related fluorinated hydrocarbons in mink and river otters from the United States,2002,ENVIRONMENTAL SCIENCE \& TECHNOLOGY,"Kannan, K and Newsted, J and Halbrook, RS and Giesy, JP",NA,NA,NA,Other,,P_0191_Kannan_2002,,,Fully,Radiah,,,16/02/2022,6,,Cat,17/02/2022,
P_0196,"Perfluorooctane sulfonate in oysters, Crassostrea virginica, from the Gulf of Mexico and the Chesapeake Bay, USA",2002,Archives of Environmental Contamination and Toxicology,"Kannan, K. and Hansen, K.J. and Wade, T.L. and Giesy, J.P.",NA,NA,NA,Other,,P_0196_Kannan_2002,,,Fully,Radiah,,,16/02/2022,3,,Cat,17/02/2022,
P_0008,"High concentrations of persistent organic pollutants including PCBs, DDT, PBDEs and PFOS in little brown bats with white-nose syndrome in New York, USA",2010,Chemosphere,"Kannan, K. and Yun, S.H. and Rudd, R.J. and Behr, M.",NA,NA,NA,Other,,P_0008_Kannan_2010,,,Fully,Radiah,,,16/02/2022,6,,Cat,17/02/2022,
P_0030,Per- and Polyfluoroalkyl-Contaminated Freshwater Impacts Adjacent Riparian Food Webs,2020,Environmental Science and Technology,"Koch, A. and Jonsson, M. and Yeung, L.W.Y. and Kärrman, A. and Ahrens, L. and Ekblad, A. and Wang, T.",NA,NA,NA,Other,,P_0030_Koch_2020,P_0030_Koch_2020_Suppl,,Fully,Radiah,,,19/02/2022,15,,Cat,17/02/2022,
P_0202,Point source characterization of per- And polyfluoroalkyl substances (PFASs) and extractable organofluorine (EOF) in freshwater and aquatic invertebrates,2019,Environmental Science: Processes and Impacts,"Koch, A. and Kärrman, A. and Yeung, L.W.Y. and Jonsson, M. and Ahrens, L. and Wang, T.",NA,NA,NA,Other,,P_0202_Koch_2019,P_0202_Koch_2019_Suppl,,Fully,Lorenzo,,,25/02/2022,20,,Cat,28/02/2022,
P_0203,"Characterization of an AFFF impacted freshwater environment using total fluorine, extractable organofluorine and suspect per- and polyfluoroalkyl substance screening analysis",2021,Chemosphere,"Koch, A. and Yukioka, S. and Tanaka, S. and Yeung, L.W.Y. and Kärrman, A. and Wang, T.",NA,NA,NA,Other,,P_0203_Koch_2021,P_0203_Koch_2021_Suppl,,Fully,Lorenzo,,,25/02/2022,25,,Cat,28/02/2022,
P_0220,"Legacy and emerging per- and polyfluoroalkyl substances (PFASs) in the coastal environment of Korea: Occurrence, spatial distribution, and bioaccumulation potential",2020,Chemosphere,"Lee, J.-W. and Lee, H.-K. and Lim, J.-E. and Moon, H.-B.",NA,NA,NA,Other,,P_0220_Lee_2020,P_0220_Lee_2020_Suppl,,Fully,Lorenzo,,,25/02/2022,11,,Cat,28/02/2022,
P_0010,First report of perfluoroalkyl substances in South African Odonata,2017,Chemosphere,"Lesch, V. and Bouwman, H. and Kinoshita, A. and Shibata, Y.",NA,NA,NA,Other,,P_0010_Lesch_2017,P_0010_Lesch_2017_Suppl,,Fully,Lorenzo,,,25/02/2022,15,,Cat,28/02/2022,
P_0236,Biomagnification of perfluorinated compounds in a remote terrestrial food chain: Lichen-Caribou-Wolf,2011,Environmental Science and Technology,"Mueller, C.E. and De Silva, A.O. and Small, J. and Williamson, M. and Wang, X. and Morris, A. and Katz, S. and Gamberg, M. and Muir, D.C.G.",NA,NA,NA,Other,,P_0236_Mueller_2011,P_0236_Mueller_2011_Suppl,,Fully,Lorenzo,,,25/02/2022,12,,Cat,28/02/2022,
P_0237,Multi-residue analysis of 36 priority and emerging pollutants in marine echinoderms (Holothuria tubulosa) and marine sediments by solid-liquid extraction followed by dispersive solid phase extraction and liquid chromatography–tandem mass spectrometry analysis,2017,Talanta,"Martin, J. and Zafra-Gómez, A. and Hidalgo, F. and Ibáñez-Yuste, A.J. and Alonso, E. and Vilchez, J.L.",NA,NA,NA,Other,,P_0237_Martin_2017,P_0237_Martin_2017_Suppl,,Fully,Lorenzo,,,25/02/2022,8,,Cat,28/02/2022,
P_0244,"Temporal variations of perfluoroalkyl substances partitioning between surface water, suspended sediment, and biota in a macrotidal estuary",2019,Chemosphere,"Munoz, G. and Budzinski, H. and Babut, M. and Lobry, J. and Selleslagh, J. and Tapie, N. and Labadie, P.",NA,NA,NA,Other,,P_0244_Munoz_2019,P_0244_Munoz_2019_Suppl,,Fully,Lorenzo,,,25/02/2022,8,,Cat,28/02/2022,
P_0254,"First observations of perfluorooctane sulfonate occurrence and depuration from Sydney Rock Oysters, Saccostrea glomerata, in Port Stephens NSW Australia",2018,Marine Pollution Bulletin,"O'Connor, W.A. and Zammit, A. and Dove, M.C. and Stevenson, G. and Taylor, M.D.",NA,NA,NA,Other,Oysters from commercial growing area --> Excluded,P_0254_O'Connor_2018,,,Fully,Lorenzo,,,25/02/2022,7,,Cat,28/02/2022,
P_0263,"Perfluoroalkyl acids in subarctic wild male mink (Neovison vison) in relation to age, season and geographical area",2013,Environment International,"Persson, S. and Rotander, A. and Kärrman, A. and van Bavel, B. and Magnusson, U.",NA,NA,NA,Other,,P_0263_Persson_2013,P_0263_Persson_2013_Suppl,,Fully,Lorenzo,,,28/02/2022,12,,Cat,28/02/2022,
P_0271,Perfluoroalkyl Acid Concentrations in Livers of Fox (Vulpes vulpes) and Chamois (Rupicapra rupicapra) from Germany and Austria,2016,Archives of Environmental Contamination and Toxicology,"Riebe, R.A. and Falk, S. and Georgii, S. and Brunn, H. and Failing, K. and Stahl, T.",NA,NA,NA,Other,,P_0271_Riebe_2016,NA,,Fully,Lorenzo,,,28/02/2022,9,,Cat,28/02/2022,
P_0275,Increasing concentrations of perfluoroalkyl acids in scandinavian otters (Lutra lutra) between 1972 and 2011: A new threat to the otter population?,2013,Environmental Science and Technology,"Roos, A. and Berger, U. and Järnberg, U. and Van Dijk, J. and Bignert, A.",NA,NA,NA,Other,,P_0275_Roos_2013,P_0275_Roos_2013_Suppl,,Fully,Lorenzo,,,28/02/2022,11,,Cat,28/02/2022,
P_0282,Ecological risk assessment of perfluooroctane sulfonate to aquatic fauna from a bayou adjacent to former fire training areas at a US Air Force installation,2018,Environmental Toxicology and Chemistry,"Salice, C.J. and Anderson, T.A. and Anderson, R.H. and Olson, A.D.",NA,NA,NA,Other,Excluded: Paper did not provide PFAS concentrations measurements but focuses on risk management; PFAS values reported elsewhere,P_0282_Salice_2018,P_0282_Salice_2018_Suppl,,Fully,Lorenzo,,,28/02/2022,19,,,,
P_0303,Determination of perfluorinated sulfonate and perfluorinated acids in tissues of free-living European beaver (castor fiber L.) by d-SPE/micro-UHPLC-MS/MS,2015,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"Surma, Magdalena and Gizejewski, Zygmunt and Zielinski, Henryk",NA,NA,NA,Other,,P_0303_Surma_2015,NA,,Fully,Lorenzo,,,28/02/2022,18,,Cat,28/02/2022,
P_0308,Factors affecting spatial and temporal patterns in perfluoroalkyl acid (PFAA) concentrations in migratory aquatic species: a case study of an exploited crustacean,2019,Environmental Science: Processes and Impacts,"Taylor, M.D.",NA,NA,NA,Other,,P_0308_Taylor_2019,NA,,Fully,Lorenzo,,,28/02/2022,17,,Cat,28/02/2022,
P_0310,Metabolomic profiles associated with exposure to per- And polyfluoroalkyl substances (PFASs) in aquatic environments,2019,Environmental Science: Processes and Impacts,"Taylor, M.D. and Bräunig, J. and Mueller, J.F. and Crompton, M. and Dunstan, R.H. and Nilsson, S.",NA,NA,NA,Other,,P_0310_Taylor_2019,P_0310_Taylor_2019_Suppl,,Fully,Lorenzo,,,28/02/2022,16,,Cat,28/02/2022,
P_0318,Exposure patterns of perfluorooctane sulfonate in aquatic invertebrates from the Western Scheldt estuary and the southern North Sea,2003,Environmental Toxicology and Chemistry,"Van De Vijver, K.I. and Hoff, P.T. and Van Dongen, W. and Esmans, E.L. and Blust, R. and De Coen, W.M.",NA,NA,NA,Other,,P_0318_VanDeVijver_2003,NA,,Fully,Lorenzo,,,28/02/2022,15,,Cat,28/02/2022,
P_0325,Age- and gender-related accumulation of perfluoroalkyl substances in captive Chinese alligators (Alligator sinensis),2013,Environmental Pollution,"Wang, J. and Zhang, Y. and Zhang, F. and Yeung, L.W.Y. and Taniyasu, S. and Yamazaki, E. and Wang, R. and Lam, P.K.S. and Yamashita, N. and Dai, J.",NA,NA,NA,Other,Captive alligators --> Excluded,,,,N,,,,,,,,,
P_0330,Dioxin-like and perfluorinated compounds in pigs in an Indian open waste dumping site: Toxicokinetics and effects on hepatic cytochrome P450 and blood plasma hormones,2010,Environmental Toxicology and Chemistry,"Watanabe, M.X. and Kunisue, T. and Tao, L. and Kannan, K. and Subramanian, A. and Tanabe, S. and Iwata, H.",NA,NA,NA,Other,,P_0330_Watanabe_2010,NA,,Fully,Lorenzo,,,28/02/2022,16,,Cat,28/02/2022,
P_0332,"Spatial (bio)accumulation of pharmaceuticals, illicit drugs, plasticisers, perfluorinated compounds and metabolites in river sediment, aquatic plants and benthic organisms",2018,Environmental Pollution,"Wilkinson, J.L. and Hooda, P.S. and Swinden, J. and Barker, J. and Barton, S.",NA,NA,NA,Other,,P_0332_Wilkinson_2018,NA,,Fully,Lorenzo,,,28/02/2022,15,,Cat,28/02/2022,
P_0348,"Distribution and partitioning of perfluoroalkyl carboxylic acids in surface soil, plants, and earthworms at a contaminated site",2019,Science of the Total Environment,"Zhu, H. and Kannan, K.",NA,NA,NA,Other,,P_0348_Zhu_2019,P_0348_Zhu_2019_Suppl,,Fully,Lorenzo,,,28/02/2022,9,,Cat,28/02/2022,
P_0044,"High levels, partitioning and fish consumption based water guidelines of perfluoroalkyl acids downstream of a former firefighting training facility in Canada",2016,ENVIRONMENT INTERNATIONAL,"Bhavsar, SP and Fowler, C and Day, S and Petro, S and Gandhi, N and Gewurtz, SB and Hao, CY and Zhao, XM and Drouillard, KG and Morse, D and Bhavsar, Satyendra P. and Fowler, Craig and Day, Sarah and Petro, Steve and Gandhi, Nilima and Gewurtz, Sarah B. and Hao, Chunyan and Zhao, Xiaoming and Drouillard, Ken G. and Morse, Dave",NA,Fish,NA,NA,"Concentrations of pfas in fish from another study. Here, they measured pfas concentrations in water and soil --> Exclude",P_0044_Bhavsar_2016,P_0044_Bhavsar_2016_Suppl,,N,Lorenzo,,,22/02/2022,9,,Cat,24/02/2022,
P_0041,Levels of regulated POPs in fish samples from the Sava River Basin. Comparison to legislated quality standard values,2019,SCIENCE OF THE TOTAL ENVIRONMENT,"Abalos, M and Barcelo, D and Parera, J and la Farre, M and Llorca, M and Eljarrat, E and Giulivo, M and Capri, E and Paunovic, M and Milacic, R and Abad, E and Abalos, Manuela and Barcelo, Damia and Parera, Jordi and la Farre, Marine and Llorca, Marta and Eljarrat, Ethel and Giulivo, Monica and Capri, Ettore and Paunovic, Momir and Milacic, Radmila and Abad, Esteban",NA,Fish,NA,NA,,P_0041_Abalos_2019,P_0041_Abalos_2019_Suppl,,Fully,Lorenzo,,,22/02/2022,12,,Cat,28/02/2022,
P_0046,Current levels and trends of selected EU Water Framework Directive priority substances in freshwater fish from the German environmental specimen bank,2016,Environmental Pollution,"Fliedner, A., Lohmann, N. and Rüdel, H. and Teubner, D. and Wellmitz, J. and Koschorreck, J.",NA,Fish,NA,NA,,P_0046_Fliedner_2016,P_0046_Fliedner_2016_Suppl,,Fully,Lorenzo,,,22/02/2022,10,,Cat,28/02/2022,
P_0023,"Investigation of levels of perfluoroalkyl substances in surface water, sediment and fish tissue in New Jersey, USA",2020,Science of the Total Environment,"Goodrow, S.M. and Ruppel, B. and Lippincott, R.L. and Post, G.B. and Procopio, N.A.",NA,Fish,NA,NA,,P_0023_Goodrow_2020,P_0023_Goodrow_2020_Suppl,,Fully,Lorenzo,,,22/02/2022,15,,Cat,28/02/2022,
P_0027,Perfluoroalkyl substances associations with morphometric health indices in three fish species from differentially contaminated water bodies in Southeastern Brazil: PFAS associations to morphometric fish health indices,2021,Environmental Technology and Innovation,"Hauser-Davis, R.A. and Bordon, I.C. and Kannan, K. and Moreira, I. and Quinete, N.",NA,Fish,NA,NA,,P_0027_Hauser-Davis_2021,NA,,Fully,Lorenzo,,,22/02/2022,8,,Cat,28/02/2022,
P_0021,Perfluoroalkyl substances (PFASs) in special management sea areas of Korea: Distribution and bioconcentration in edible fish species,2020,Marine Pollution Bulletin,"Hung, M.D. and Jung, H.J. and Jeong, H.H. and Lam, N.H. and Cho, H.S.",NA,Fish,NA,NA,,P_0021_Hung_2020,P_0021_Hung_2020_Suppl,,Fully,Lorenzo,,,22/02/2022,14,,Cat,28/02/2022,
