Study_ID,title,year,journal,authors,Bird,Fish,Marine_Mammals,Other,Reason_for_Exclusion,Filename_article,Filename_suppl_files,Filename_suppl_files_2,Extracted_N_Partially_Fully,Assigned_to,Assigned_to_2,,Date_data_extraction,Extraction_time_in_min,Extraction_comments,Checked_name,Date_data_checked,Checking_comments
P_XXXX,Text,Year,Text,Names,NA / Bird,NA / Fish,NA / Marine Mammals,NA / Other,Text / NA (if included),Text,Text / NA (if suppl not present),Text / NA (if suppl not present),N (not extracted yet) / in Progress / Partially / Fully,Name,,,Date,Time in min,Text,Losia / Cat,Date,Text
P_0032,Fluorinated Precursor Compounds in Sediments as a Source of Perfluorinated Alkyl Acids (PFAA) to Biota,2020,Environmental Science and Technology,"Langberg, H.A. and Breedveld, G.D. and Slinde, Gø.A. and Grønning, H.M. and Høisæter, Å. and Jartun, M. and Rundberget, T. and Jenssen, B.M. and Hale, S.E.",NA,Fish,NA,NA,,P_0032_Langberg_2020,P_0032_Langberg_2020_Suppl,,Fully,Lorenzo,,,22/02/2022,13,,Cat,28/02/2022,
P_0011,Perfluorooctane sulfonate (PFOS) and other fluorochemicals in fish blood collected near the outfall of wastewater treatment plant (WWTP) in Beijing,2008,Environmental Pollution,"Li, X. and Yin Yeung, L.W. and Xu, M. and Taniyasu, S. and Lam, P.K.S. and Yamashita, N. and Dai, J.",NA,Fish,NA,NA,,P_0011_Li_2008,NA,,Fully,Lorenzo,,,22/02/2022,11,,Cat,28/02/2022,
P_0039,Environmental Occurrence of Perfluoroalkyl Acids and Novel Fluorotelomer Surfactants in the Freshwater Fish Catostomus commersonii and Sediments Following Firefighting Foam Deployment at the Lac-Mégantic Railway Accident,2017,Environmental Science and Technology,"Munoz, G. and Desrosiers, M. and Duy, S.V. and Labadie, P. and Budzinski, H. and Liu, J. and Sauvé, S.",NA,Fish,NA,NA,,P_0039_Munoz_2017,P_0039_Munoz_2017_Suppl,,Fully,Lorenzo,,,22/02/2022,15,,Cat,28/02/2022,
P_0024,Bioaccumulation of Per- and polyfluoroalkyl substances (PFASs) in a tropical estuarine food web,2021,Science of the Total Environment,"Miranda, D.A. and Benskin, J.P. and Awad, R. and Lepoint, G. and Leonel, J. and Hatje, V.",NA,Fish,NA,NA,,P_0024_Miranda_2021,P_0024_Miranda_2021_Suppl,,Fully,Lorenzo,,,22/02/2022,20,,Cat,28/02/2022,
P_0037,"Perfluoroalkyl Substances (PFASs) in Fish from European Lakes: Current Contamination Status, Sources, and Perspectives for Monitoring",2021,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Valsecchi, S and Babut, M and Mazzoni, M and Pascariello, S and Ferrario, C and De Felice, B and Bettinetti, R and Veyrand, B and Marchand, P and Polesello, S and Valsecchi, Sara and Babut, Marc and Mazzoni, Michela and Pascariello, Simona and Ferrario, Claudia and De Felice, Beatrice and Bettinetti, Roberta and Veyrand, Bruno and Marchand, Philippe and Polesello, Stefano",NA,Fish,NA,NA,,P_0037_Valsecchi_2021,P_0037_Valsecchi_2021_Suppl,,Fully,Lorenzo,,,23/02/2022,15,,Cat,28/02/2022,
P_0017,Perfluorinated compounds in common carp (Cyprinus carpio) fillets from the Upper Mississippi River,2008,Environment International,"Ye, X. and Schoenfuss, H.L. and Jahns, N.D. and Delinsky, A.D. and Strynar, M.J. and Varns, J. and Nakayama, S.F. and Helfant, L. and Lindstrom, A.B.",NA,Fish,NA,NA,,P_0017_Ye_2008,NA,,Fully,Lorenzo,,,23/02/2022,8,,Cat,28/02/2022,
P_0014,"Per- and polyfluoroalkyl substances (PFASs) in San Francisco Bay wildlife: Temporal trends, exposure pathways, and notable presence of precursor compounds",2017,Chemosphere,"Sedlak, M.D. and Benskin, J.P. and Wong, A. and Grace, R. and Greig, D.J.",Bird,Fish,Marine Mammals,NA,,P_0014_Sedlak_2017,P_0014_Sedlak_2017_Suppl,,Fully,Lorenzo,,,23/02/2022,20,,Cat,28/02/2022,
P_0026,"Organohalogen compounds of emerging concern in Baltic Sea biota: Levels, biomagnification potential and comparisons with legacy contaminants",2020,Environment International,"de Wit, C.A. and Bossi, R. and Dietz, R. and Dreyer, A. and Faxneld, S. and Garbus, S.E. and Hellström, P. and Koschorreck, J. and Lohmann, N. and Roos, A. and Sellström, U. and Sonne, C. and Treu, G. and Vorkamp, K. and Yuan, B. and Eulaers, I.",Bird,Fish,Marine Mammals,Other,,P_0026_de_Wit_2020,P_0026_de_Wit_2020_Suppl,,Fully,Lorenzo,,,23/02/2022,17,,Cat,28/02/2022,
P_0357,The fate of poly- And perfluoroalkyl substances in a marine food web influenced by land-based sources in the Norwegian Arctic,2021,Environmental Science: Processes and Impacts,"Ali, A.M. and Langberg, H.A. and Hale, S.E. and Kallenborn, R. and Hartz, W.F. and Mortensen, A.-K. and Ciesielski, T.M. and McDonough, C.A. and Jenssen, B.M. and Breedveld, G.D.",Bird,Fish,NA,Other,,P_0357_Ali_2021,P_0357_Ali_2021_Suppl,,Fully,Lorenzo,,,23/02/2022,16,,Cat,28/02/2022,
P_0013,"Specific profiles of perfluorinated compounds in surface and drinking waters and accumulation in mussels, fish, and dolphins from southeastern Brazil",2009,Chemosphere,"Quinete, N. and Wu, Q. and Zhang, T. and Yun, S.H. and Moreira, I. and Kannan, K.",NA,Fish,Marine Mammals,Other,,P_0013_Quinete_2009,P_0013_Quinete_2009_Suppl,,Fully,Lorenzo,,,23/02/2022,17,,Cat,28/02/2022,
P_0018,A survey of perfluorinated compounds in surface water and biota including dolphins from the Ganges River and in other waterbodies in India,2009,Chemosphere,"Yeung, L.W.Y. and Yamashita, N. and Taniyasu, S. and Lam, P.K.S. and Sinha, R.K. and Borole, D.V. and Kannan, K.",NA,Fish,Marine Mammals,Other,,P_0018_Yeung_2009,P_0018_Yeung_2009_Suppl,,Fully,Lorenzo,,,23/02/2022,14,,Cat,28/02/2022,
P_0040,"A nationwide survey of perfluorinated alkyl substances in waters, sediment and biota collected from aquatic environment in Vietnam: Distributions and bioconcentration profiles",2017,Journal of Hazardous Materials,"Lam, N.H. and Cho, C.-R. and Kannan, K. and Cho, H.-S.",NA,Fish,NA,Other,,P_0040_Lam_2017,P_0040_Lam_2017_Suppl,,Fully,Lorenzo,,,23/02/2022,13,,Cat,28/02/2022,
P_0020,"Perfluoroalkyl acids in marine organisms from lake Shihwa, Korea",2009,Archives of Environmental Contamination and Toxicology,"Yoo, H. and Yamashita, N. and Taniyasu, S. and Lee, K.T. and Jones, P.D. and Newsted, J.L. and Khim, J.S. and Giesy, J.P.",NA,Fish,NA,Other,,P_0020_Yoo_2009,NA,,Fully,Lorenzo,,,23/02/2022,20,,Cat,28/02/2022,
P_0038,Within- and Among-Clutch Variation of Yolk Perfluoroalkyl Acids in a Seabird from the Northern Adriatic Sea,2021,Environmental Toxicology and Chemistry,"Parolini, M. and Cappelli, F. and De Felice, B. and Possenti, C.D. and Rubolini, D. and Valsecchi, S. and Polesello, S.",Bird,NA,NA,NA,,P_0038_Parolini_2021,P_0038_Parolini_2021_Suppl,,Fully,Lorenzo,,,25/02/2022,13,,Cat,28/02/2022,
P_0007,"Perfluorooctanesulfonate and related fluorochemicals in albatrosses, elephant seals, penguins, and polar skuas from the southern ocean",2006,Environmental Science and Technology,"Tao, L. and Kannan, K. and Kajiwara, N. and Costa, M.M. and Fillmann, G. and Takahashi, S. and Tanabe, S.",Bird,NA,Marine Mammals,NA,,,,,Fully,Cat,,,,,,,,
P_0002,"Perfluorinated, brominated, and chlorinated contaminants in a population of lesser black-backed gulls (Larus fuscus)",2008,Environmental Toxicology and Chemistry,"Bustnes, J.O. and Borgå, K. and Erikstad, K.E. and Lorentsen, S.-H. and Herzke, D.",Bird,NA,NA,NA,,,,,Fully,Cat,,,,,,Cat,28/02/2022,
P_0094,Plasma concentrations of organohalogenated pollutants in predatory bird nestlings: Associations to growth rate and dietary tracers,2013,Environmental Toxicology and Chemistry,"Bustnes, J.O. and Bårdsen, B.J. and Herzke, D. and Johnsen, T.V. and Eulaers, I. and Ballesteros, M. and Hanssen, S.A. and Covaci, A. and Jaspers, V.L.B. and Eens, M. and Sonne, C. and Halley, D. and Moum, T. and Nøst, T.H. and Erikstad, K.E. and Ims, R.A.",Bird,NA,NA,NA,,P_0094_Bustnes_2013,P_0094_Bustnes_2013_Suppl,,Fully,Lorenzo,,,25/02/2022,12,,Cat,28/02/2022,
P_0097,Perfluoroalkyl substance concentrations in a terrestrial raptor: relationships to environmental conditions and individual traits,2015,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Bustnes, Jan O. and Bangjord, Georg and Ahrens, Lutz and Herzke, Dorte and Yoccoz, Nigel G.",Bird,NA,NA,NA,,P_0097_Bustnes_2015,NA,,Fully,Lorenzo,,,25/02/2022,14,,Cat,28/02/2022,
P_0351,Monitoring perfluorinated surfactants in biota and surface water samples following an accidental release of fire-fighting foam into Etobicoke Creek,2002,Environmental Science and Technology,"Moody, C.A.; Martin, J.W.; Kwan, W.C.; Muir, D.C.G.; Mabury, S.A.",NA,Fish,NA,NA,,P_0351_Moody_2002,NA,,Fully,Lorenzo,,,25/02/2022,11,,Cat,28/02/2022,
P_0060,Variation and accumulation patterns of poly- and perfluoroalkyl substances (PFAS) in European perch (Perca fluviatilis) across a gradient of pristine Swedish lakes,2017,Science of the Total Environment,"Akerblom, S. and Negm, N. and Wu, P. and Bishop, K. and Ahrens, L.",NA,Fish,NA,NA,,P_0060_Akerblom_2017,P_0060_Akerblom_2017_Suppl,,Fully,Lorenzo,,,25/02/2022,17,,Cat,28/02/2022,
,,,,,,,,,,,,,,,,,,,,,,
New batch from complete literature screening (Feb 25th),,,,,,,,,,,,,,,,,,,,,,
Study_ID,title,year,journal,authors,Bird,Fish,Marine_Mammals,Other,Reason_for_Exclusion,Filename_article,Filename_suppl_files,Filename_suppl_files_2,Extracted_N_Partially_Fully,Assigned_to,Assigned_to_2,Due_Data,Date_data_extraction,Extraction_time_in_min,Extraction_comments,Checked_name,Date_data_checked,Checking_comments
P_0358,Urban proximity while breeding is not a predictor of perfluoroalkyl substance contamination in the eggs of brown pelicans,2022,Science of the Total Environment,P_0358_Wilkinson_2022,Bird,NA,NA,NA,,P_0358_Wilkinson_2022,P_0358_Wilkinson_2022_Suppl,,Fully,Cat,,4/03/2022,2/03/2022,15,,LR,3/03/2022,
P_0359,Evaluation of per- and poly-fluorinated alkyl substances (PFAS) in livers of bottlenose dolphins (Tursiops truncatus) found stranded along the northern Adriatic Sea.,2021,Environmental Pollution,P_0359_Sciancalepore_2021,NA,NA,Marine Mammals,NA,,P_0359_Sciancalepore_2021,P_0359_Sciancalepore_2021_Suppl,,Fully,Cat,,4/03/2022,2/03/2022,10,,LR,4/03/2022,
P_0360,Source apportionment of perfluoroalkyl substances in Great Lakes fish,2021,Environmental Pollution,P_0360_Lin_2021,,,,,"Excluded --> Study didn't sample wildlife themsleves, they used dataset of PFAS in fish from another study",P_0360_Lin_2021,P_0360_Lin_2021_Suppl,,,Cat,,4/03/2022,,,,LR,4/03/2022,
P_0361,Fluorine mass balance analysis of selected environmental samples from Norway,2021,Chemosphere,P_0361_Aro_2021,NA,Fish,NA,NA,,P_0361_Aro_2021,P_0361_Aro_2021_Suppl,,Fully,Cat,,4/03/2022,3/03/2022,19,,LR,4/03/2022,
P_0362,Assessment of regional and temporal trends in per- and polyfluoroalkyl substances using the Oriental Magpie (Pica serica) in Korea,2021,Science of the Total Environment,P_0362_Park_2021,Bird,NA,NA,NA,,P_0362_Park_2021,P_0362_Park_2021_Suppl,,Fully,Cat,,4/03/2022,3/03/2022,9,,LR,4/03/2022,
P_0363,"Legacy and alternative per- and polyfluoroalkyl substances (PFASs) in the West River and North River, south China: Occurrence, fate, spatio-temporal variations and potential sources",2021,Chemosphere,P_0363_Chen_2021,NA,Fish,NA,NA,"Excluded --> Fish species not defined, biota samples are simply called fish",P_0363_Chen_2021,P_0363_Chen_2021_Suppl,,,Cat,,4/03/2022,,,,LR,4/03/2022,
P_0364,Per and polyfluoroalkyl substances (PFAS) at high concentrations in neonatal Australian pinnipeds,2021,Science of the Total Environment,P_0364_Taylor_2021,NA,NA,Marine Mammals,NA,,P_0364_Taylor_2021,NA,,Fully,Cat,,4/03/2022,3/03/2022,17,,LR,4/03/2022,
P_0365,Ticks as novel sentinels to monitor environmental levels of per- And polyfluoroalkyl substances (PFAS),2021,Environmental Science: Processes and Impacts,P_0365_Aristizabal_Henao_2021,NA,NA,NA,Other,,P_0365_Aristizabal_Henao_2021,P_0365_Aristizabal_Henao_2021_Suppl,,Fully,Cat,,4/03/2022,3/03/2022,15,,LR,4/03/2022,
P_0366,Within and between breeding-season changes in contaminant occurrence and body condition in the Antarctic breeding south polar skua,2021,Environmental Pollution,P_0366_Midthaug_2021,Bird,NA,NA,NA,,P_0366_Midthaug_2021,NA,,Fully,Cat,,4/03/2022,8/03/2022,19,,LR,10/03/2022,
P_0369,Legacy and emerging per- and polyfluorinated alkyl substances (PFASs) in sediment and edible fish from the Eastern Red Sea,2021,Environmental Pollution,P_0369_Ali_2021,NA,Fish,NA,NA,,P_0369_Ali_2021,P_0369_Ali_2021_Suppl,,Fully,Cat,,4/03/2022,4/03/2022,20,,LR,4/03/2022,
P_0370,Quantification of biodriven transfer of per- And polyfluoroalkyl substances from the aquatic to the terrestrial environment via emergent insects,2021,Environmental Science and Technology,P_0370_Koch_2021,NA,NA,NA,Other,,P_0370_Koch_2021,P_0370_Koch_2021_Suppl,,Fully,Cat,,4/03/2022,4/03/2022,18,,LR,4/03/2022,
P_0371,Sea turtles across the North Pacific are exposed to perfluoroalkyl substances,2021,Environmental Pollution,P_0371_Wood_2021,NA,NA,NA,Other,,P_0371_Wood_2021,P_0371_Wood_2021_Suppl,P_0371_Wood_2021_Suppl_2,Fully,Cat,,4/03/2022,8/03/2022,20,,LR,10/03/2022,
P_0372,Per- and polyfluoroalkyl substances and their alternatives in black-tailed gull (Larus crassirostris) eggs from South Korea islands during 2012-2018,2021,Journal of Hazardous Materials,P_0372_Wang_2021,Bird,NA,NA,NA,,P_0372_Wang_2021,P_0372_Wang_2021_Suppl,,Fully,Cat,,4/03/2022,8/03/2022,15,,LR,10/03/2022,
P_0373,Perfluoroalkyl substances in plasma of smallmouth bass from the chesapeake bay watershed,2021,International Journal of Environmental Research and Public Health,P_0373_Blazer_2021,NA,Fish,NA,NA,,P_0373_Blazer_2021,NA,,Fully,Cat,,4/03/2022,8/03/2022,15,,LR,10/03/2022,
P_0376,High levels of fluoroalkyl substances and potential disruption of thyroid hormones in three gull species from South Western France,2021,Science of the Total Environment,P_0376_Sebastiano_2021,Bird,NA,NA,NA,,P_0376_Sebastiano_2021,P_0376_Sebastiano_2021_Suppl,,Fully,Cat,,4/03/2022,8/03/2022,14,,LR,10/03/2022,
P_0378,Nontargeted Discovery of Novel Contaminants in the Great Lakes Region: A Comparison of Fish Fillets and Fish Consumers,2021,Environmental Science and Technology,P_0378_Fakouri_Baygi_2021,NA,Fish,NA,NA,,P_0378_Fakouri_Baygi_2021,P_0378_Fakouri_Baygi_2021_Suppl,,Fully,Cat,,4/03/2022,8/03/2022,16,,LR,10/03/2022,
P_0379,"Bioaccumulation, trophic transfer and biomagnification of perfluoroalkyl acids (PFAAs) in the marine food web of the South China Sea",2021,Journal of Hazardous Materials,P_0379_Du_2021,NA,Fish,NA,Other,,P_0379_Du_2021,P_0379_Du_2021_Suppl,,Fully,Cat,,4/03/2022,8/03/2022,17,,LR,10/03/2022,
P_0380,"Temporal Trends of Per- and Polyfluoroalkyl Substances in Delaware River Fish, USA",2021,Integrated Environmental Assessment and Management,P_0380_MacGillivray_2020,NA,Fish,NA,NA,,P_0380_MacGillivray_2020,NA,,Fully,Cat,,4/03/2022,8/03/2022,15,,LR,10/03/2022,
P_0381,"Per- and Polyfluoroalkyl Substances in Ducks and the Relationship with Concentrations in Water, Sediment, and Soil",2021,Environmental Toxicology and Chemistry,P_0381_Sharp_2021,Bird,NA,NA,NA,,P_0381_Sharp_2021,Couldn't find it!,,Fully,Cat,,4/03/2022,8/03/2022,14,,LR,10/03/2022,
P_0383,"Legacy and alternative per- and polyfluoroalkyl substances in a subtropical marine food web from the Beibu Gulf, South China: Fate, trophic transfer and health risk assessment",2021,Journal of Hazardous Materials,P_0383_Pan_2021,NA,Fish,NA,Other,,P_0383_Pan_2021,P_0383_Pan_2021_Suppl,,Fully,Cat,,4/03/2022,8/03/2022,15,,LR,10/03/2022,
P_0385,"Tissue distribution and bioaccumulation of legacy and emerging per- and polyfluoroalkyl substances (PFASs) in edible fishes from Taihu Lake, China",2021,Environmental Pollution,P_0385_Chen_2021,NA,Fish,NA,NA,,P_0385_Chen_2021,P_0385_Chen_2021_Suppl,,Fully,Cat,,4/03/2022,8/03/2022,10,,LR,10/03/2022,
,"Preliminary study on the distribution of metals and persistent organic pollutants (POPs), including perfluoroalkylated acids (PFAS), in the aquatic environment near Morogoro, Tanzania, and the potential health risks for humans",2021,Environmental Research,P_0386_Groffen_2021,NA,Fish,NA,Other,,P_0386_Groffen_2021,P_0386_Groffen_2021_Suppl,,Fully,Cat,,4/03/2022,8/03/2022,,,,,
P_0387,Animal size impacts perfluoroalkyl acid (PFAA) concentrations in muscle tissue of estuarine fish and invertebrate species,2020,Environmental Pollution,P_0387_Taylor_2020,NA,Fish,NA,Other,,P_0387_Taylor_2020,NA,,Fully,Cat,,4/03/2022,8/03/2022,12,,LR,10/03/2022,
P_0388,"Perfluoroalkyl acids and sulfonamides and dietary, biological and ecological associations in peregrine falcons from the Laurentian Great Lakes Basin, Canada",2020,Environmental Research,P_0388_Sun_2020,Bird,NA,NA,NA,,P_0388_Sun_2020,P_0388_Sun_2020_Suppl,,Fully,Lorenzo,,10/03/2022,1/03/2022,13,,CV,13/03/2022,
P_0390,"Spatial profiles of perfluoroalkyl substances and mercury in fish from northern Lake Victoria, East Africa",2020,Chemosphere,P_0390_Arinaitwe_2020,NA,Fish,NA,NA,,P_0390_Arinaitwe_2020,P_0390_Arinaitwe_2020_Suppl,,Fully,Lorenzo,,10/03/2022,1/03/2022,12,,CV,13/03/2022,
P_0392,Cooking methods affect the intake of per- and polyfluoroalkyl substances (PFASs) from grass carp,2020,Ecotoxicology and Environmental Safety,P_0392_Hu_2020,NA,Fish,NA,NA,,P_0392_Hu_2020,P_0392_Hu_2020_Suppl,,Fully,Lorenzo,,10/03/2022,1/03/2022,7,,CV,13/03/2022,
P_0393,"Legacy and Contaminants of Emerging Concern in Tree Swallows Along an Agricultural to Industrial Gradient: Maumee River, Ohio",2020,Environmental Toxicology and Chemistry,P_0393_Custer_2020,Bird,NA,NA,NA,,P_0393_Custer_2020,P_0393_Custer_2020_Suppl,,Fully,Lorenzo,,10/03/2022,1/03/2022,17,,CV,13/03/2022,
P_0394,Diverse land uses and high coastal urbanisation do not always result in harmful environmental pollutants in fisheries species,2020,Marine Pollution Bulletin,P_0394_Gilby_2020,NA,Fish,NA,NA,,P_0394_Gilby_2020,P_0394_Gilby_2020_Suppl,,Fully,Lorenzo,,10/03/2022,1/03/2022,11,,CV,13/03/2022,
P_0398,Trophodynamics of Per- and Polyfluoroalkyl Substances in the Food Web of a Large Atlantic Slope River,2020,Environmental Science and Technology,P_0398_Penland_2020,NA,Fish,NA,Other,,P_0398_Penland_2020,P_0398_Penland_2020_Suppl,,Fully,Lorenzo,,10/03/2022,1/03/2022,21,,CV,13/03/2022,
P_0399,Perfluorinated compounds in the aquatic food chains of two subtropical estuaries,2020,Science of the Total Environment,P_0399_Fauconier_2020,NA,Fish,NA,Other,,P_0399_Fauconier_2020,P_0399_Fauconier_2020_Suppl,,Fully,Lorenzo,,10/03/2022,1/03/2022,15,,CV,13/03/2022,
P_0400,"Perfluoroalkyl substances (PFAS) in tern eggs from St. Brandon's Atoll, Indian Ocean",2020,Marine Pollution Bulletin,P_0400_VanderSchyff_2020,Bird,NA,NA,NA,,P_0400_VanderSchyff_2020,NA,,Fully,Lorenzo,,10/03/2022,1/03/2022,14,,CV,13/03/2022,
P_0401,Spatio-temporal variation of metals and organic contaminants in bank voles (Myodes glareolus),2020,Science of the Total Environment,P_0401_Ecke_2020,NA,NA,NA,Other,,P_0401_Ecke_2020,NA,,Fully,Lorenzo,,10/03/2022,1/03/2022,12,,CV,13/03/2022,
P_0403,Tissue distribution and bioaccumulation of a novel polyfluoroalkyl benzenesulfonate in crucian carp,2020,Environment International,P_0403_Shi_2020,NA,Fish,NA,NA,,P_0403_Shi_2020,P_0403_Shi_2020_Suppl,,Fully,Lorenzo,,10/03/2022,1/03/2022,11,,CV,13/03/2022,
P_0404,"Legacy and emerging persistent organic pollutants in the freshwater system: Relative distribution, contamination trends, and bioaccumulation",2020,Environment International,P_0404_Choo_2020,NA,Fish,NA,NA,,P_0404_Choo_2020,P_0404_Choo_2020_Suppl,,Fully,Lorenzo,,10/03/2022,2/03/2022,12,,CV,13/03/2022,
P_0405,Occurrence and trophic transfer of per- and polyfluoroalkyl substances in an Antarctic ecosystem,2020,Environmental Pollution,P_0405_Gao_2020,NA,Fish,NA,Other,,P_0405_Gao_2020,P_0405_Gao_2020_Suppl,,Fully,Lorenzo,,10/03/2022,2/03/2022,11,,CV,13/03/2022,
P_0406,"Temporal Trens in Per- an Polyfluoroalkyl Substances in Bottlenose Dolphins (Tursiops truncatus) of Inian River Lagoon, Floria an Charleston, South Carolina",2019,Environmental Science and Technology,P_0406_Lynch_2019,NA,NA,Marine Mammals,NA,,P_0406_Lynch_2019,P_0406_Lynch_2019_Suppl,,Fully,Lorenzo,,10/03/2022,2/03/2022,10,,CV,13/03/2022,
P_0407,"Comparisons of tissue distributions and health risks of perfluoroalkyl acids (PFAAs) in two fish species with different trophic levels from Lake Chaohu, China",2019,Ecotoxicology and Environmental Safety,P_0407_Wu_2019,NA,Fish,NA,NA,,P_0407_Wu_2019,P_0407_Wu_2019_Suppl,,Fully,Lorenzo,,10/03/2022,2/03/2022,10,,CV,13/03/2022,
